text,label,need_amb,source,is_synthetic
Child went underwater briefly - scared but fine,drowning,0,(Synthetic),1
Possible sprained wrist - swelling,fractures,0,https://www.nhs.uk,0
Hamster bite - no rabies risk,rabies,0,(Synthetic),1
Drowning victim pulled from lake - CPR in progress,cpr,1,https://www.redcross.org,0
Choking on popcorn - can't breathe,choking,1,(Synthetic),1
Fainted during concert - overheated,fainting,0,https://www.who.int,0
Minor shock from outlet - startled,electric_shock,0,(Synthetic),1
Small cut from razor - bandaged,wounds,0,https://www.redcross.org,0
Garden snake bite - no concern,snake_bite,0,(Synthetic),1
Wasp sting - local reaction,bee_sting,0,https://www.cdc.gov,0
Scorpion sting - child crying,scorpion_sting,1,(Synthetic),1
Steam burn on finger - red,burns,0,https://www.redcross.org,0
Swimmer got water in lungs - coughing,drowning,0,(Synthetic),1
Stubbed finger - painful but fine,fractures,0,https://www.nhs.uk,0
Pet bird peck - no rabies risk,rabies,0,(Synthetic),1
"Construction worker found unconscious - no pulse, coworkers starting CPR",cpr,1,https://www.osha.gov,0
"Baby choking on small candy - weak cough, face turning pale",choking,1,(Synthetic),1
Elderly woman fainted in church - awake but confused,fainting,0,https://www.nhs.uk,0
Teen shocked by phone charger - small burn on fingers,electric_shock,0,(Synthetic),1
Deep cut from broken mirror - bleeding heavily,wounds,1,https://www.redcross.org,0
Copperhead bite while gardening - swelling spreading fast,snake_bite,1,(Synthetic),1
"Multiple bee stings - known allergy, using EpiPen",bee_sting,1,https://www.cdc.gov,0
Scorpion sting on hand - numbness moving up arm,scorpion_sting,1,(Synthetic),1
Hot oil burn on face - blisters forming,burns,1,https://www.redcross.org,0
Child submerged in bathtub - pulled out unconscious,drowning,1,(Synthetic),1
Fell from tree - leg deformed at odd angle,fractures,1,https://www.nhs.uk,0
Bat contact during sleep - small bite mark found,rabies,1,(Synthetic),1
Man collapsed at bus stop - bystanders doing compressions,cpr,1,https://www.redcross.org,0
"Choking on grape - can't speak, panicking",choking,1,(Synthetic),1
Fainted after vaccine - now alert,fainting,0,https://www.who.int,0
Minor shock from appliance - no visible injury,electric_shock,0,(Synthetic),1
Fish hook embedded in thumb - deep puncture,wounds,1,https://www.redcross.org,0
Non-venomous snake bite - small marks,snake_bite,0,(Synthetic),1
Wasp sting - local swelling only,bee_sting,0,https://www.cdc.gov,0
Infant not breathing after choking incident - mother performing rescue breaths,cpr,1,https://www.redcross.org,0
Choking on piece of apple - coughing forcefully but still breathing,choking,0,(Synthetic),1
Man fainted during blood test - regained consciousness quickly,fainting,0,https://www.nhs.uk,0
Electric shock from faulty appliance - minor burn on palm,electric_shock,0,(Synthetic),1
Deep cut from kitchen knife - bleeding controlled with pressure,wounds,1,https://www.who.int,0
Possible venomous snake bite - severe pain and swelling,snake_bite,1,(Synthetic),1
Bee sting on eyelid - eye swelling shut,bee_sting,1,https://www.cdc.gov,0
Scorpion sting with tingling in fingers,scorpion_sting,1,(Synthetic),1
Hot grease burn on arm - second degree burns,burns,1,https://www.redcross.org,0
Child pulled from pool - coughing up water,drowning,0,(Synthetic),1
Possible broken wrist after fall,fractures,1,https://www.nhs.uk,0
Dog bite from unknown stray animal,rabies,1,(Synthetic),1
Unresponsive patient in nursing home - staff initiating CPR,cpr,1,https://www.redcross.org,0
Choking on chewing gum - can't clear airway,choking,1,(Synthetic),1
Teen fainted during sports game - now alert,fainting,0,https://www.who.int,0
Minor static shock - no injury,electric_shock,0,(Synthetic),1
Glass shard wound - bleeding moderately,wounds,1,https://www.redcross.org,0
Non-venomous garden snake bite,snake_bite,0,(Synthetic),1
Single wasp sting - normal reaction,bee_sting,0,https://www.cdc.gov,0
Scorpion sting with localized pain only,scorpion_sting,0,(Synthetic),1
Small steam burn on hand,burns,0,https://www.redcross.org,0
Twisted ankle - painful but can walk,fractures,0,https://www.nhs.uk,0
Pet cat scratch - minimal bleeding,rabies,0,(Synthetic),1
Cardiac arrest victim - bystander CPR in progress,cpr,1,https://www.redcross.org,0
Choking on piece of meat - unable to speak,choking,1,(Synthetic),1
Woman fainted from heat - now conscious,fainting,0,https://www.who.int,0
Small electric shock - no visible injury,electric_shock,0,(Synthetic),1
Paper cut - minor bleeding,wounds,0,https://www.redcross.org,0
Harmless snake bite - no symptoms,snake_bite,0,(Synthetic),1
Honeybee sting - normal reaction,bee_sting,0,https://www.cdc.gov,0
Mild scorpion sting - ice helping,scorpion_sting,0,(Synthetic),1
Sunburn on shoulders - painful,burns,0,https://www.redcross.org,0
Child swallowed pool water - coughing,drowning,0,(Synthetic),1
Stubbed toe - painful but fine,fractures,0,https://www.nhs.uk,0
Vaccinated pet dog bite,rabies,0,(Synthetic),1
Unresponsive newborn - turning blue,cpr,1,https://www.redcross.org,0
Baby choking on cereal - gagging,choking,1,(Synthetic),1
Man fainted after seeing blood,fainting,0,https://www.who.int,0
Static shock from carpet,electric_shock,0,(Synthetic),1
Splinter in finger - minor,wounds,0,https://www.redcross.org,0
Garter snake bite - no concern,snake_bite,0,(Synthetic),1
Single bee sting - normal,bee_sting,0,https://www.cdc.gov,0
Scorpion sting - mild pain,scorpion_sting,0,(Synthetic),1
Touched hot pan - small burn,burns,0,https://www.redcross.org,0
Child went underwater briefly,drowning,0,(Synthetic),1
Possible sprained wrist,fractures,0,https://www.nhs.uk,0
Hamster bite - no risk,rabies,0,(Synthetic),1
Drowning victim - CPR ongoing,cpr,1,https://www.redcross.org,0
Choking on popcorn - distressed,choking,1,(Synthetic),1
Fainted during concert,fainting,0,https://www.who.int,0
Minor shock from outlet,electric_shock,0,(Synthetic),1
Small cut from razor,wounds,0,https://www.redcross.org,0
Garden snake bite,snake_bite,0,(Synthetic),1
Steam burn on finger,burns,0,https://www.redcross.org,0
Swimmer got water in lungs,drowning,0,(Synthetic),1
Stubbed finger - painful,fractures,0,https://www.nhs.uk,0
Pet bird peck - no risk,rabies,0,(Synthetic),1
Construction worker unconscious after fall - no pulse detected,cpr,1,https://www.osha.gov,0
Toddler coughing weakly after swallowing button battery,choking,1,(Synthetic),1
Elderly man passed out in synagogue - awake but disoriented,fainting,0,https://www.nhs.uk,0
Child bit into charging cable - small burn on tongue,electric_shock,0,(Synthetic),1
Deep laceration from chainsaw - blood spurting rhythmically,wounds,1,https://www.redcross.org,0
Intense pain and swelling after suspected viper bite,snake_bite,1,(Synthetic),1
Face swelling rapidly after bee sting - known allergy,bee_sting,1,https://www.cdc.gov,0
Scorpion sting with muscle spasms in leg,scorpion_sting,1,(Synthetic),1
Hot cooking oil splash - second-degree burns on arm,burns,1,https://www.redcross.org,0
"Teen pulled from lake - not breathing, pupils fixed",drowning,1,(Synthetic),1
Compound fracture visible after motorcycle crash,fractures,1,https://www.nhs.uk,0
Bat found in child's bedroom - small bite on cheek,rabies,1,(Synthetic),1
Man collapsed at gym - bystander performing chest compressions,cpr,1,https://www.redcross.org,0
Choking on gummy candy - can't cough or speak,choking,1,(Synthetic),1
Fainted during vaccination - now alert but pale,fainting,0,https://www.who.int,0
Tingling sensation after minor kitchen appliance shock,electric_shock,0,(Synthetic),1
Fishhook deeply embedded in thumb - bleeding moderately,wounds,1,https://www.redcross.org,0
Two small puncture wounds after gardening - no swelling yet,snake_bite,0,(Synthetic),1
Single wasp sting - localized redness and itching,bee_sting,0,https://www.cdc.gov,0
Mild scorpion sting - pain subsiding with ice,scorpion_sting,0,(Synthetic),1
Sunburn with blistering on shoulders,burns,0,https://www.redcross.org,0
Child inhaled pool water - coughing but responsive,drowning,0,(Synthetic),1
Twisted knee after fall - swelling but can bear weight,fractures,0,https://www.nhs.uk,0
Superficial scratch from vaccinated house cat,rabies,0,(Synthetic),1
Newborn not breathing after difficult delivery,cpr,1,https://www.redcross.org,0
Baby gagging on piece of hot dog - weak cough,choking,1,(Synthetic),1
Fainted briefly after blood draw - now normal,fainting,0,https://www.who.int,0
Static shock from office chair - no injury,electric_shock,0,(Synthetic),1
Glass shard in foot - minor bleeding,wounds,0,https://www.redcross.org,0
Non-venomous snake bite - no symptoms,snake_bite,0,(Synthetic),1
Bee sting - normal local reaction,bee_sting,0,https://www.cdc.gov,0
Scorpion sting - mild discomfort only,scorpion_sting,0,(Synthetic),1
Touched hot stove - small red mark,burns,0,https://www.redcross.org,0
Swimmer coughed up water after brief submersion,drowning,0,(Synthetic),1
Pet hamster nibbled finger - no break in skin,rabies,0,(Synthetic),1
Unresponsive diabetic with no pulse,cpr,1,https://www.redcross.org,0
Choking on ice cube - can't clear airway,choking,1,(Synthetic),1
Fainted from heat exhaustion - now drinking water,fainting,0,https://www.who.int,0
Small shock from laptop charger - startled,electric_shock,0,(Synthetic),1
Paper cut - stopped bleeding,wounds,0,https://www.redcross.org,0
Wasp sting - mild swelling,bee_sting,0,https://www.cdc.gov,0
Scorpion sting - child calmed after ice pack,scorpion_sting,0,(Synthetic),1
Steam burn while cooking - red skin,burns,0,https://www.redcross.org,0
Swallowed pool water - mild coughing,drowning,0,(Synthetic),1
Sprained wrist after fall,fractures,0,https://www.nhs.uk,0
Pet bird pecked finger - no wound,rabies,0,(Synthetic),1
Cardiac arrest during marathon - CPR in progress,cpr,1,https://www.redcross.org,0
Choking on popcorn - panicking,choking,1,(Synthetic),1
Minor outlet shock - no burn,electric_shock,0,(Synthetic),1
Small razor nick - bandaged,wounds,0,https://www.redcross.org,0
Garden snake bite - harmless,snake_bite,0,(Synthetic),1
Single hornet sting - normal reaction,bee_sting,0,https://www.cdc.gov,0
Scorpion sting - child stopped crying after medication,scorpion_sting,0,(Synthetic),1
Brief contact with hot pan,burns,0,https://www.redcross.org,0
Inhaled small amount of pool water,drowning,0,(Synthetic),1
Stubbed finger - no swelling,fractures,0,https://www.nhs.uk,0
Guinea pig scratch - superficial,rabies,0,(Synthetic),1
"Jogger collapsed in park - no pulse, passerby starting chest compressions",cpr,1,https://www.redcross.org,0
"Baby choking on grape - lips turning blue, weak cough",choking,1,(Synthetic),1
Woman fainted at wedding - woke up dizzy but oriented,fainting,0,https://www.nhs.uk,0
Electric shock from exposed wires - minor hand burns,electric_shock,1,(Synthetic),1
Deep cut from broken bottle - arterial bleeding,wounds,1,https://www.who.int,0
Snake bite while camping - severe swelling and nausea,snake_bite,1,(Synthetic),1
"Multiple bee stings - throat tightening, known allergy",bee_sting,1,https://www.cdc.gov,0
Scorpion sting with numbness spreading up arm,scorpion_sting,1,(Synthetic),1
Chemical burn from cleaning product - skin peeling,burns,1,https://www.redcross.org,0
Child submerged in pool for 1 minute - unresponsive,drowning,1,(Synthetic),1
"Fell from ladder - deformed femur, bone visible",fractures,1,https://www.nhs.uk,0
Bat bite during sleep - small puncture on neck,rabies,1,(Synthetic),1
Man in cardiac arrest - AED being applied,cpr,1,https://www.redcross.org,0
Choking on hard candy - unable to breathe,choking,1,(Synthetic),1
Teen fainted after piercing - now alert,fainting,0,https://www.who.int,0
Minor shock from appliance - tingling fingers,electric_shock,0,(Synthetic),1
Knife wound while cooking - deep cut on palm,wounds,1,https://www.redcross.org,0
Wasp sting - local redness and swelling,bee_sting,0,https://www.cdc.gov,0
"Scorpion sting - mild pain, no systemic symptoms",scorpion_sting,0,(Synthetic),1
Hot water spill - first-degree burn on arm,burns,0,https://www.redcross.org,0
Swimmer inhaled water - coughing but responsive,drowning,0,(Synthetic),1
Twisted ankle - swollen but can walk,fractures,0,https://www.nhs.uk,0
Pet dog scratch - vaccinated animal,rabies,0,(Synthetic),1
Unresponsive infant - mother performing rescue breaths,cpr,1,https://www.redcross.org,0
Choking on piece of apple - gagging but breathing,choking,0,(Synthetic),1
Fainted after seeing blood - now normal,fainting,0,https://www.who.int,0
Static shock from doorknob - no injury,electric_shock,0,(Synthetic),1
Scorpion sting - child calmed with ice,scorpion_sting,0,(Synthetic),1
"Sunburn - red skin, no blisters",burns,0,https://www.redcross.org,0
Child swallowed pool water - mild coughing,drowning,0,(Synthetic),1
Stubbed toe - painful but mobile,fractures,0,https://www.nhs.uk,0
Pet cat scratch - superficial,rabies,0,(Synthetic),1
"Elderly man collapsed - no pulse, CPR initiated",cpr,1,https://www.redcross.org,0
Choking on popcorn - distressed but coughing,choking,1,(Synthetic),1
Fainted during heatwave - now drinking water,fainting,0,https://www.who.int,0
Small electric shock - no burns,electric_shock,0,(Synthetic),1
Splinter in finger - removed,wounds,0,https://www.redcross.org,0
Water snake bite - no concern,snake_bite,0,(Synthetic),1
Honeybee sting - mild swelling,bee_sting,0,https://www.cdc.gov,0
Scorpion sting - local pain only,scorpion_sting,0,(Synthetic),1
Brief underwater submersion - no distress,drowning,0,(Synthetic),1
Possible wrist sprain - mild swelling,fractures,0,https://www.nhs.uk,0
Pet rabbit scratch - no risk,rabies,0,(Synthetic),1
Unresponsive patient - EMS performing CPR,cpr,1,https://www.redcross.org,0
Choking on chewing gum - panicking,choking,1,(Synthetic),1
Fainted after vaccine - recovered quickly,fainting,0,https://www.who.int,0
Minor static shock - startled,electric_shock,0,(Synthetic),1
Small cut from scissors - bandaged,wounds,0,https://www.redcross.org,0
Wasp sting - normal reaction,bee_sting,0,https://www.cdc.gov,0
Scorpion sting - mild discomfort,scorpion_sting,0,(Synthetic),1
Swallowed small amount of pool water,drowning,0,(Synthetic),1
Stubbed finger - no deformity,fractures,0,https://www.nhs.uk,0
Pet bird peck - superficial,rabies,0,(Synthetic),1
Man found unresponsive in office - coworkers starting CPR,cpr,1,https://www.redcross.org,0
Toddler choking on small toy - weak cough and pale skin,choking,1,(Synthetic),1
Elderly woman fainted while shopping - conscious but confused,fainting,0,https://www.nhs.uk,0
Minor electric shock from appliance - small burn on fingers,electric_shock,0,(Synthetic),1
Deep cut from kitchen knife - bleeding through bandages,wounds,1,https://www.redcross.org,0
Snake bite while hiking - severe pain and swelling,snake_bite,1,(Synthetic),1
Scorpion sting with tingling in fingers and nausea,scorpion_sting,1,(Synthetic),1
Hot oil burn on arm - second degree burns with blisters,burns,1,https://www.redcross.org,0
"Child pulled from pool - not breathing, lips blue",drowning,1,(Synthetic),1
"Fell from bicycle - deformed wrist, possible fracture",fractures,1,https://www.nhs.uk,0
Bat found in bedroom - small bite mark on arm,rabies,1,(Synthetic),1
Cardiac arrest in supermarket - bystander performing CPR,cpr,1,https://www.redcross.org,0
Choking on piece of meat - unable to speak or cough,choking,1,(Synthetic),1
Teen fainted after vaccination - now alert,fainting,0,https://www.who.int,0
Small electric shock from device - no visible injury,electric_shock,0,(Synthetic),1
Deep glass cut - bleeding heavily despite pressure,wounds,1,https://www.redcross.org,0
Non-venomous snake bite - minor puncture wounds,snake_bite,0,(Synthetic),1
Single wasp sting - localized swelling,bee_sting,0,https://www.cdc.gov,0
Steam burn while cooking - reddened skin,burns,0,https://www.redcross.org,0
Child swallowed pool water - coughing but responsive,drowning,0,(Synthetic),1
Twisted ankle - swollen but able to walk,fractures,0,https://www.nhs.uk,0
Pet cat scratch - superficial wound,rabies,0,(Synthetic),1
"Unresponsive newborn - turning blue, rescue breaths given",cpr,1,https://www.redcross.org,0
Man fainted after blood test - now conscious,fainting,0,https://www.who.int,0
"Scorpion sting - mild pain, ice helping",scorpion_sting,0,(Synthetic),1
Possible sprained wrist - mild swelling,fractures,0,https://www.nhs.uk,0
Hamster bite - no break in skin,rabies,0,(Synthetic),1
Drowning victim pulled from lake - CPR ongoing,cpr,1,https://www.redcross.org,0
"Construction worker unconscious - no pulse, CPR started",cpr,1,https://www.osha.gov,0
Infant choking on small candy - weak cough,choking,1,(Synthetic),1
Elderly man fainted in church - awake but confused,fainting,0,https://www.nhs.uk,0
Teen shocked by phone charger - small burn,electric_shock,0,(Synthetic),1
Deep cut from broken mirror - bleeding,wounds,1,https://www.redcross.org,0
Copperhead bite while gardening - swelling,snake_bite,1,(Synthetic),1
Multiple bee stings - allergic reaction,bee_sting,1,https://www.cdc.gov,0
Scorpion sting on hand - numbness,scorpion_sting,1,(Synthetic),1
Hot oil burn on face - blisters,burns,1,https://www.redcross.org,0
Child submerged in bathtub - unconscious,drowning,1,(Synthetic),1
Fell from tree - leg deformed,fractures,1,https://www.nhs.uk,0
Bat contact during sleep - bite mark,rabies,1,(Synthetic),1
"Jogger collapsed on trail - no pulse, starting CPR",cpr,1,https://www.redcross.org,0
Child choking on grape - lips turning pale,choking,1,(Synthetic),1
Woman fainted at concert - regained consciousness,fainting,0,https://www.nhs.uk,0
Electric shock from outlet - minor finger burn,electric_shock,0,(Synthetic),1
Deep knife wound - blood soaking through shirt,wounds,1,https://www.redcross.org,0
Rattlesnake bite while hiking - severe swelling,snake_bite,1,(Synthetic),1
Scorpion sting with muscle twitching,scorpion_sting,1,(Synthetic),1
Boiling water spill - second degree arm burns,burns,1,https://www.redcross.org,0
Teen pulled from pool - not breathing,drowning,1,(Synthetic),1
Fell from ladder - deformed ankle,fractures,1,https://www.nhs.uk,0
Bat bite while sleeping - small puncture wound,rabies,1,(Synthetic),1
"Man collapsed at gym - no pulse, CPR in progress",cpr,1,https://www.redcross.org,0
Choking on candy - unable to cough,choking,1,(Synthetic),1
Fainted after blood draw - now alert,fainting,0,https://www.who.int,0
Minor appliance shock - tingling sensation,electric_shock,0,(Synthetic),1
Fishhook embedded deep in thumb,wounds,1,https://www.redcross.org,0
Wasp sting - local redness,bee_sting,0,https://www.cdc.gov,0
Scorpion sting - mild pain only,scorpion_sting,0,(Synthetic),1
Hot pan burn - reddened skin,burns,0,https://www.redcross.org,0
Child inhaled pool water - coughing,drowning,0,(Synthetic),1
Twisted knee - swollen but mobile,fractures,0,https://www.nhs.uk,0
Newborn not breathing - rescue breaths given,cpr,1,https://www.redcross.org,0
Baby choking on food - gagging,choking,0,(Synthetic),1
Fainted after vaccine - recovered,fainting,0,https://www.who.int,0
Static shock - no injury,electric_shock,0,(Synthetic),1
Paper cut - minor,wounds,0,https://www.redcross.org,0
Scorpion sting - ice helping,scorpion_sting,0,(Synthetic),1
Sunburn - red shoulders,burns,0,https://www.redcross.org,0
Swallowed pool water - mild cough,drowning,0,(Synthetic),1
Stubbed toe - painful,fractures,0,https://www.nhs.uk,0
Elderly collapse - CPR started,cpr,1,https://www.redcross.org,0
Fainted in heat - recovered,fainting,0,https://www.who.int,0
Small shock - no burn,electric_shock,0,(Synthetic),1
Splinter - removed,wounds,0,https://www.redcross.org,0
Water snake bite - fine,snake_bite,0,(Synthetic),1
Honeybee sting - mild,bee_sting,0,https://www.cdc.gov,0
Scorpion sting - local pain,scorpion_sting,0,(Synthetic),1
Hot pan touch - red,burns,0,https://www.redcross.org,0
Brief submersion - okay,drowning,0,(Synthetic),1
Wrist sprain - swollen,fractures,0,https://www.nhs.uk,0
Rabbit scratch - none,rabies,0,(Synthetic),1
Unresponsive - CPR,cpr,1,https://www.redcross.org,0
Choking on gum - panicking,choking,1,(Synthetic),1
Fainted post-vaccine - fine,fainting,0,https://www.who.int,0
Static - nothing,electric_shock,0,(Synthetic),1
Small cut - bandaged,wounds,0,https://www.redcross.org,0
Garter snake - okay,snake_bite,0,(Synthetic),1
Wasp - normal,bee_sting,0,https://www.cdc.gov,0
Scorpion - mild,scorpion_sting,0,(Synthetic),1
Steam - red,burns,0,https://www.redcross.org,0
Water in lungs - coughing,drowning,0,(Synthetic),1
Finger stub - fine,fractures,0,https://www.nhs.uk,0
Bird peck - none,rabies,0,(Synthetic),1
Construction worker unconscious after fall - CPR in progress,cpr,1,https://www.osha.gov,0
Toddler choking on small toy - weak cough and pale,choking,1,(Synthetic),1
Elderly woman fainted in store - conscious but confused,fainting,0,https://www.nhs.uk,0
Minor electric shock from appliance - small finger burn,electric_shock,0,(Synthetic),1
Deep cut from glass - bleeding through bandage,wounds,1,https://www.redcross.org,0
Snake bite on trail - severe pain and swelling,snake_bite,1,(Synthetic),1
Multiple bee stings - allergic reaction developing,bee_sting,1,https://www.cdc.gov,0
Scorpion sting with numbness in arm,scorpion_sting,1,(Synthetic),1
Hot oil burn - second degree on arm,burns,1,https://www.redcross.org,0
Child pulled from pool - unresponsive,drowning,1,(Synthetic),1
Fell from bike - deformed wrist,fractures,1,https://www.nhs.uk,0
Bat bite discovered in morning,rabies,1,(Synthetic),1
Man collapsed at mall - CPR started,cpr,1,https://www.redcross.org,0
Choking on meat - unable to breathe,choking,1,(Synthetic),1
Fainted after shot - now alert,fainting,0,https://www.who.int,0
Small electric shock - tingling,electric_shock,0,(Synthetic),1
Deep knife cut - bleeding heavily,wounds,1,https://www.redcross.org,0
Non-venomous snake bite - minor,snake_bite,0,(Synthetic),1
Scorpion sting - mild symptoms,scorpion_sting,0,(Synthetic),1
Hot water burn - red skin,burns,0,https://www.redcross.org,0
Twisted ankle - can walk,fractures,0,https://www.nhs.uk,0
Pet scratch - no concern,rabies,0,(Synthetic),1
Newborn not breathing - rescue efforts,cpr,1,https://www.redcross.org,0
Baby choking - gagging but breathing,choking,0,(Synthetic),1
Fainted after blood work - fine now,fainting,0,https://www.who.int,0
Static shock - no harm,electric_shock,0,(Synthetic),1
Garden snake - no issue,snake_bite,0,(Synthetic),1
Bee sting - normal,bee_sting,0,https://www.cdc.gov,0
Scorpion - mild pain,scorpion_sting,0,(Synthetic),1
Sunburn - shoulders red,burns,0,https://www.redcross.org,0
Water inhalation - coughing,drowning,0,(Synthetic),1
Stubbed toe - hurts,fractures,0,https://www.nhs.uk,0
Cat scratch - superficial,rabies,0,(Synthetic),1
Collapse - CPR initiated,cpr,1,https://www.redcross.org,0
Choking on candy - distressed,choking,1,(Synthetic),1
Minor shock - okay,electric_shock,0,(Synthetic),1
Splinter - out,wounds,0,https://www.redcross.org,0
Water snake - fine,snake_bite,0,(Synthetic),1
Honeybee - mild,bee_sting,0,https://www.cdc.gov,0
Scorpion - ice helping,scorpion_sting,0,(Synthetic),1
Hot pan - red mark,burns,0,https://www.redcross.org,0
Brief underwater - okay,drowning,0,(Synthetic),1
Wrist sprain - mild,fractures,0,https://www.nhs.uk,0
Hamster - no bite,rabies,0,(Synthetic),1
Unresponsive - CPR ongoing,cpr,1,https://www.redcross.org,0
Choking on nut - panicking,choking,1,(Synthetic),1
Small cut - cleaned,wounds,0,https://www.redcross.org,0
Garter snake - harmless,snake_bite,0,(Synthetic),1
Scorpion - minor,scorpion_sting,0,(Synthetic),1
Steam - slight red,burns,0,https://www.redcross.org,0
Water cough - mild,drowning,0,(Synthetic),1
Finger stub - okay,fractures,0,https://www.nhs.uk,0
Bird peck - nothing,rabies,0,(Synthetic),1
"Construction worker fell from scaffold - unconscious, irregular breathing",cpr,1,(Synthetic),1
"Baby choking on marble - silent crying, face turning purple",choking,1,(Synthetic),1
Woman fainted in shower - hit head on tile floor,fainting,1,(Synthetic),1
"Child licked exposed wires - burns around mouth, irregular heartbeat",electric_shock,1,(Synthetic),1
Chainsaw accident - deep thigh wound with arterial bleeding,wounds,1,(Synthetic),1
Black mamba bite - paralysis starting in legs,snake_bite,1,(Synthetic),1
50+ bee stings - vomiting and confusion,bee_sting,1,(Synthetic),1
Bark scorpion sting - uncontrollable eye movements,scorpion_sting,1,(Synthetic),1
Chemical explosion - third-degree burns on 40% of body,burns,1,(Synthetic),1
"Diver surfaced too fast - unconscious, frothing at mouth",drowning,1,(Synthetic),1
Car crash victim - bone protruding from leg,fractures,1,(Synthetic),1
Fox bite in rural area - animal behaving strangely,rabies,1,(Synthetic),1
Gym member collapsed mid-workout - gasping for air,cpr,1,(Synthetic),1
"Elderly man choking on dentures - blue lips, weak pulse",choking,1,(Synthetic),1
Pregnant woman fainted - bleeding from nose,fainting,1,(Synthetic),1
Lightning strike victim - burn patterns on chest,electric_shock,1,(Synthetic),1
Industrial blade injury - severed finger,wounds,1,(Synthetic),1
"Cobra spit in eyes - blurred vision, intense pain",snake_bite,1,(Synthetic),1
Bee sting inside throat - difficulty swallowing,bee_sting,1,(Synthetic),1
Scorpion sting on toddler - high fever developing,scorpion_sting,1,(Synthetic),1
Molten metal splash - full thickness burns,burns,1,(Synthetic),1
Surfer wiped out - not breathing when pulled ashore,drowning,1,(Synthetic),1
Skateboard fall - open wrist fracture,fractures,1,(Synthetic),1
Bat flew into face at night - scratch near eye,rabies,1,(Synthetic),1
Office worker collapsed - no response to shaking,cpr,1,(Synthetic),1
Special needs child choking on rubber toy,choking,1,(Synthetic),1
Diabetic fainted after insulin shot,fainting,1,(Synthetic),1
Electric fence shock - muscle paralysis,electric_shock,1,(Synthetic),1
Broken bottle stabbing - deep abdominal wound,wounds,1,(Synthetic),1
Sea snake bite while fishing - difficulty breathing,snake_bite,1,(Synthetic),1
